total_dist,total_time,avg_speed,min_speed,max_speed,target
646.0,2257.44,3.49,0.88,7.22,2
1040.0,3294.39,3.17,0.07,10.01,2
196.0,377.51,1.93,0.12,5.52,3
237.0,567.52,2.39,0.0,11.99,2
1004.0,484.18,0.48,0.0,2.73,3
142.0,132.04,0.93,0.0,4.11,3
68.0,72.11,1.06,0.17,3.38,3
256.0,2461.51,9.62,0.07,13.61,1
171.0,256.82,1.5,0.2,4.66,3
2084.0,1445.85,0.69,0.0,3.55,3
756.0,6892.91,9.12,0.04,21.7,1
338.0,1255.23,3.71,0.0,7.19,2
274.0,237.3,0.87,0.0,5.32,3
390.0,501.54,1.29,0.04,2.35,3
45.0,66.54,1.48,0.0,3.78,3
260.0,1997.5,7.68,0.28,26.52,4
237.0,286.42,1.21,0.0,5.5,3
245.0,254.15,1.04,0.0,6.0,3
30.0,142.31,4.74,1.07,1.77,3
795.0,763.24,0.96,0.29,4.53,3
81.0,143.29,1.77,1.21,1.51,3
1456.0,14312.95,9.83,0.39,48.21,4
2108.0,4113.43,1.95,0.04,12.43,2
46470.0,531.39,0.01,0.0,4.01,3
428.0,322.14,0.75,0.07,2.96,3
38.0,84.87,2.23,1.28,4.9,3
21.0,1024.55,48.79,1.81,16.84,4
35.0,24.39,0.7,0.0,1.04,3
733.0,14287.01,19.49,0.96,17.06,1
1509.0,9771.5,6.48,0.0,20.97,1
250.0,762.07,3.05,1.75,3.98,2
904.0,3869.74,4.28,0.06,13.86,2
1036.0,1606.65,1.55,0.75,1.8,3
1730.0,2477.61,1.43,0.12,4.1,3
1118.0,4115.61,3.68,0.0,6.3,2
72.0,119.18,1.66,0.37,3.19,3
846.0,2403.45,2.84,0.14,11.26,2
1747.0,111883.14,64.04,4.37,84.59,4
4070.0,1921.21,0.47,0.0,2.5,3
360.0,470.81,1.31,0.04,5.12,3
820.0,1070.49,1.31,0.0,5.59,3
122.0,17.1,0.14,0.0,0.14,3
388.0,1621.87,4.18,0.75,5.37,2
261.0,367.87,1.41,0.0,2.78,3
412.0,4061.27,9.86,0.56,22.47,4
191.0,178.08,0.93,0.24,0.76,3
1411.0,4558.62,3.23,0.0,7.38,2
154.0,291.53,1.89,0.12,5.29,3
380.0,1264.32,3.33,0.37,11.94,2
1637.0,1491.8,0.91,0.29,3.16,3
2256.0,18310.74,8.12,0.0,20.36,1
16303.0,370511.86,22.73,0.0,41.96,4
235.0,10394.67,44.23,16.32,67.65,4
1036.0,701.1,0.68,0.0,4.46,3
1498.0,4504.56,3.01,0.0,11.19,2
118.0,250.04,2.12,0.96,1.76,3
137.0,211.75,1.55,0.0,3.96,3
4147.0,2499.75,0.6,0.0,6.59,2
1026.0,2680.46,2.61,0.07,10.12,2
705.0,542.15,0.77,0.0,2.04,3
452.0,2037.26,4.51,0.0,26.86,1
494.0,1175.36,2.38,0.0,9.2,2
130.0,157.18,1.21,0.07,3.28,3
367.0,2806.18,7.65,1.27,29.89,1
6078.0,5130.46,0.84,0.17,1.79,3
854.0,3191.73,3.74,0.0,16.08,1
458.0,10794.04,23.57,2.34,67.17,4
355.0,363.79,1.02,0.0,3.95,3
1532.0,4680.32,3.06,0.04,11.58,2
609.0,2341.76,3.85,0.0,7.97,2
9436.0,5584.36,0.59,0.0,5.46,3
814.0,2512.18,3.09,0.0,11.55,2
800.0,222.06,0.28,0.08,0.8,3
1248.0,3887.99,3.12,0.12,13.54,2
53.0,135.24,2.55,1.01,1.16,3
1105.0,1724.43,1.56,0.0,4.93,3
1445.0,4478.97,3.1,0.0,11.32,2
1326.0,4578.38,3.45,0.0,11.05,2
1737.0,111861.47,64.4,3.54,84.4,4
20.0,54.55,2.73,2.17,3.02,3
80.0,335.62,4.2,1.79,6.92,2
806.0,752.79,0.93,0.0,7.38,2
1322.0,3429.31,2.59,0.07,8.92,2
1990.0,145.18,0.07,0.0,1.41,3
162.0,397.13,2.45,0.28,13.31,2
18.0,58.31,3.24,1.65,3.78,3
194.0,178.33,0.92,0.0,2.8,3
13339.0,22809.73,1.71,0.06,2.46,3
236.0,273.5,1.16,0.0,3.94,3
2257.0,3132.51,1.39,0.0,11.08,2
1109.0,773.78,0.7,0.0,4.26,3
13339.0,22809.73,1.71,0.06,2.46,3
1618.0,1628.54,1.01,0.0,4.73,3
890.0,3842.17,4.32,0.37,8.99,2
936.0,3600.21,3.85,0.0,13.58,2
4.0,84.93,21.23,2.32,20.4,4
1154.0,5145.06,4.46,0.0,20.3,1
260.0,348.38,1.34,0.0,5.53,3
892.0,3922.68,4.4,2.34,4.84,2
52.0,38.17,0.73,0.0,2.28,3
960.0,549.9,0.57,0.0,1.71,3
114.0,135.52,1.19,0.09,3.93,3
389.0,1640.52,4.22,0.43,6.59,2
1260.0,1407.06,1.12,0.0,2.11,3
1600.0,5381.43,3.36,0.0,13.52,2
890.0,8324.38,9.35,0.0,22.68,1
85.0,28.3,0.33,0.0,1.13,3
870.0,1180.34,1.36,0.0,4.53,3
241.0,545.74,2.26,0.32,5.65,3
561.0,716.2,1.28,0.0,3.66,3
1135.0,8882.92,7.83,0.25,17.44,1
186.0,191.32,1.03,0.0,3.38,3
206.0,333.45,1.62,0.17,5.57,3
186.0,303.79,1.63,0.39,3.94,3
490.0,580.45,1.18,0.0,4.78,3
897.0,4979.11,5.55,0.0,21.55,1
382.0,1115.4,2.92,0.26,9.88,2
412.0,971.94,2.36,0.0,11.89,2
1153.0,8421.17,7.3,0.0,19.68,1
1455.0,908.75,0.62,0.02,3.76,3
1692.0,111208.89,65.73,9.36,84.38,4
3911.0,6288.05,1.61,0.0,12.71,1
584.0,695.61,1.19,0.0,2.86,3
816.0,2898.99,3.55,0.0,10.73,2
1067.0,3884.73,3.64,0.0,6.95,2
1004.0,484.18,0.48,0.0,2.73,3
377.0,422.88,1.12,0.23,3.73,3
1010.0,965.41,0.96,0.0,44.85,1
690.0,9646.73,13.98,0.0,33.78,1
1768.0,111900.32,63.29,7.23,84.21,4
300.0,460.96,1.54,0.22,3.61,3
778.0,2210.37,2.84,0.0,7.27,2
76.0,68.32,0.9,0.06,4.07,3
472.0,2849.25,6.04,0.04,17.09,1
1065.0,1791.68,1.68,0.99,5.6,3
170.0,183.71,1.08,0.11,4.52,3
26.0,43.26,1.66,0.62,2.71,3
937.0,7540.71,8.05,1.14,15.21,1
772.0,4912.08,6.36,0.21,15.11,1
2110.0,30533.36,14.47,0.0,26.74,1
1034.0,3302.72,3.19,0.0,12.78,2
237.0,371.87,1.57,0.1,4.35,3
1229.0,16518.43,13.44,0.0,22.14,1
575.0,2831.74,4.92,0.0,14.85,1
1140.0,4346.19,3.81,0.04,12.51,2
957.0,4695.64,4.91,0.42,13.87,1
276.0,309.73,1.12,0.04,5.63,3
1609.0,4268.96,2.65,0.72,4.72,2
203.0,163.92,0.81,0.0,3.61,3
170.0,61.82,0.36,0.02,1.22,3
375.0,657.15,1.75,0.0,5.17,3
561.0,747.64,1.33,0.0,4.19,3
13399.0,902.91,0.07,0.0,5.39,3
111.0,603.98,5.44,1.22,11.67,2
1238.0,4357.02,3.52,0.0,13.3,2
1244.0,4029.49,3.24,0.0,11.02,2
1061.0,14754.52,13.91,1.08,20.72,1
674.0,888.99,1.32,0.82,1.55,3
22.0,3.4,0.15,0.07,0.28,3
1335.0,1202.25,0.9,0.0,3.84,3
812.0,2786.36,3.43,0.54,9.35,2
206.0,288.06,1.4,0.07,5.99,3
153.0,238.21,1.56,0.34,5.88,3
684.0,2759.34,4.03,0.0,15.2,1
690.0,1722.96,2.5,0.0,8.7,2
280.0,567.62,2.03,0.0,9.39,2
2000.0,6934.57,3.47,0.0,11.78,2
673.0,761.45,1.13,0.0,4.82,3
46.0,140.98,3.06,0.42,4.27,3
17926.0,328047.92,18.3,0.0,47.44,4
560.0,581.77,1.04,0.4,1.96,3
584.0,1916.35,3.28,0.41,10.5,2
50394.0,3003.72,0.06,0.01,8.21,2
1314.0,3532.52,2.69,0.0,11.37,2
1328.0,3906.44,2.94,0.0,19.66,1
7226.0,2939.53,0.41,0.06,1.29,3
1178.0,16572.36,14.07,0.0,21.95,1
1154.0,2920.5,2.53,0.35,4.13,2
1162.0,3075.52,2.65,0.0,9.97,2
9.0,196.45,21.83,6.61,11.55,1
185.0,266.97,1.44,0.55,1.3,3
118.0,143.28,1.21,0.04,3.71,3
912.0,380.73,0.42,0.0,4.03,3
520.0,2228.95,4.29,1.44,6.66,2
186.0,132.42,0.71,0.0,3.92,3
926.0,8757.97,9.46,0.0,19.98,1
50.0,40.71,0.81,0.07,3.72,3
7616.0,4264.29,0.56,0.0,3.66,3
433.0,364.92,0.84,0.17,5.55,3
142.0,782.02,5.51,0.89,45.01,4
859.0,8591.1,10.0,0.13,22.82,1
16.0,17.86,1.12,0.1,1.78,3
1453.0,2555.24,1.76,0.08,9.83,2
330.0,381.27,1.16,0.48,2.48,3
868.0,287.46,0.33,0.0,5.16,3
740.0,845.61,1.14,0.0,5.37,3
840.0,2270.23,2.7,0.36,5.92,2
311.0,1028.35,3.31,1.18,4.45,2
176.0,328.91,1.87,0.09,5.74,3
3092.0,2522.6,0.82,0.0,5.04,3
194.0,233.12,1.2,0.04,3.79,3
191.0,335.14,1.75,0.31,5.45,3
151.0,271.42,1.8,0.46,4.25,3
1070.0,4291.91,4.01,0.0,12.72,2
211.0,523.76,2.48,0.0,10.76,2
1240.0,3146.08,2.54,0.0,7.63,2
283.0,1641.78,5.8,0.07,16.76,1
2036.0,2726.54,1.34,0.0,5.45,2
275.0,480.8,1.75,0.27,5.14,3
84.0,25.02,0.3,0.0,1.41,3
144.0,163.77,1.14,0.0,5.64,2
1817.0,4057.41,2.23,0.0,16.92,1
144.0,189.11,1.31,0.15,3.74,3
1616.0,8931.82,5.53,0.62,15.62,1
529.0,2050.33,3.88,0.0,11.72,2
932.0,3075.51,3.3,0.0,12.1,2
67.0,181.93,2.72,1.47,1.49,3
373.0,1673.63,4.49,0.86,7.43,2
75.0,133.45,1.78,0.52,4.2,3
3962.0,408.54,0.1,0.01,1.24,3
724.0,338.86,0.47,0.03,0.88,3
610.0,1005.98,1.65,0.07,5.66,3
445.0,7370.19,16.56,3.51,21.06,1
38.0,48.37,1.27,0.06,3.58,3
385.0,1133.53,2.94,0.0,6.99,2
150.0,209.65,1.4,0.0,5.58,3
382.0,545.39,1.43,0.0,5.35,3
304.0,932.45,3.07,0.13,3.36,2
316.0,886.11,2.8,0.14,4.43,2
4223.0,927.1,0.22,0.0,4.14,3
7510.0,4106.54,0.55,0.0,5.51,3
858.0,2002.97,2.33,0.52,42.83,1
260.0,410.39,1.58,0.21,10.71,2
1120.0,966.87,0.86,0.46,5.95,3
108.0,145.69,1.35,0.91,2.18,3
165.0,275.26,1.67,0.41,3.15,3
95.0,174.32,1.83,0.21,5.49,3
353.0,2591.39,7.34,0.77,25.54,1
1011.0,4155.17,4.11,0.0,8.18,2
1170.0,2646.5,2.26,0.06,7.68,2
2630.0,4472.88,1.7,0.0,13.17,2
118.0,295.83,2.51,1.41,6.07,2
441.0,380.35,0.86,0.0,3.56,3
484.0,1161.0,2.4,0.14,7.05,2
15379.0,41396.05,2.69,0.0,11.9,2
570.0,1831.96,3.21,0.02,5.71,2
2453.0,65030.16,26.51,2.03,39.97,4
815.0,1978.95,2.43,0.0,11.98,2
136.0,52.44,0.39,0.0,2.59,3
178.0,2275.16,12.78,5.97,14.57,1
10069.0,2582.8,0.26,0.0,13.18,2
410.0,355.15,0.87,0.0,11.87,2
328.0,933.28,2.85,0.41,6.49,2
875.0,4793.37,5.48,0.0,17.86,1
450.0,1230.51,2.73,0.0,6.02,2
135.0,40.02,0.3,0.0,0.96,3
1070.0,453.66,0.42,0.0,4.16,3
647.0,3160.09,4.88,0.0,25.48,1
184.0,249.95,1.36,0.12,2.86,3
266.0,374.52,1.41,0.07,3.57,3
360.0,2810.33,7.81,0.0,17.05,1
320.0,574.04,1.79,0.07,5.32,3
387.0,4577.49,11.83,0.0,30.14,1
1072.0,3338.97,3.11,0.0,11.82,2
1488.0,19703.82,13.24,0.0,28.31,1
515.0,618.66,1.2,0.18,4.49,3
310.0,263.94,0.85,0.27,1.85,3
1442.0,1601.23,1.11,0.16,5.77,3
836.0,3264.15,3.9,0.0,13.58,2
1531.0,16733.81,10.93,0.0,21.86,1
39.0,340.27,8.72,3.65,15.89,1
297.0,263.35,0.89,0.0,1.36,3
16.0,17.86,1.12,0.1,1.78,3
84.0,260.65,3.1,0.99,5.24,3
77.0,216.56,2.81,0.69,3.09,3
824.0,1903.23,2.31,0.0,6.24,2
150.0,267.36,1.78,1.0,3.34,3
48.0,60.89,1.27,0.11,2.35,3
155.0,1218.21,7.86,0.0,32.61,1
371.0,665.07,1.79,0.0,9.83,2
1374.0,17190.83,12.51,0.0,23.34,1
167.0,239.63,1.43,0.12,5.31,3
1242.0,3281.23,2.64,0.24,10.17,2
335.0,398.37,1.19,0.0,2.02,3
820.0,5146.13,6.28,0.0,19.11,1
300.0,281.07,0.94,0.14,5.22,3
1722.0,111584.79,64.8,9.28,84.37,4
674.0,880.57,1.31,0.0,4.51,3
12.0,12.67,1.06,0.43,2.45,3
661.0,6102.83,9.23,0.0,22.31,1
24.0,64.96,2.71,1.89,2.94,3
2036.0,2726.54,1.34,0.0,5.45,2
1924.0,5823.5,3.03,0.0,13.49,2
396.0,4303.98,10.87,0.04,21.4,1
316.0,1702.79,5.39,0.36,14.39,1
1410.0,17469.29,12.39,0.0,21.62,1
431.0,648.94,1.51,1.03,1.44,3
505.0,523.78,1.04,0.0,4.4,3
323.0,814.46,2.52,0.07,11.94,2
734.0,4212.59,5.74,0.0,19.76,1
235.0,332.95,1.42,0.0,5.43,3
1504.0,200.43,0.13,0.0,2.16,3
1074.0,10808.11,10.06,0.32,19.34,1
940.0,2254.55,2.4,0.04,10.0,2
304.0,932.45,3.07,0.13,3.36,2
1106.0,8959.67,8.1,0.0,21.69,1
3628.0,11167.72,3.08,1.43,4.0,2
1762.0,16484.25,9.36,0.0,19.98,1
766.0,5052.85,6.6,0.0,17.77,1
166.0,253.47,1.53,0.0,5.89,3
492.0,728.46,1.48,0.06,4.84,3
889.0,534.39,0.6,0.0,4.95,3
456.0,3761.67,8.25,0.0,20.57,1
224.0,1412.23,6.3,0.0,18.12,1
359.0,454.69,1.27,0.07,3.76,3
282.0,1877.95,6.66,0.34,15.99,1
500.0,543.87,1.09,0.0,4.32,3
670.0,1016.29,1.52,0.01,5.7,3
1350.0,6778.87,5.02,0.0,31.95,1
2686.0,17631.52,6.56,0.0,21.56,1
2056.0,2630.97,1.28,0.07,4.53,2
63.0,451.6,7.17,3.26,17.58,4
75.0,68.96,0.92,0.0,1.7,3
60.0,41.81,0.7,0.06,1.48,3
11421.0,37130.74,3.25,0.02,13.22,2
417.0,1682.82,4.04,1.0,11.52,2
789.0,842.75,1.07,0.0,7.77,2
867.0,2671.93,3.08,0.0,9.6,2
1104.0,2152.33,1.95,0.0,9.22,2
130.0,162.27,1.25,0.0,2.81,3
390.0,439.45,1.13,0.23,3.23,3
90.0,26.88,0.3,0.0,0.77,3
320.0,1968.95,6.15,0.64,13.16,1
2130.0,12858.69,6.04,0.0,22.98,1
224.0,251.17,1.12,0.0,2.22,3
1184.0,4222.83,3.57,0.0,9.63,2
365.0,2196.64,6.02,0.0,19.04,1
72.0,63.28,0.88,0.06,2.34,3
131.0,198.02,1.51,0.81,1.44,3
1760.0,111941.49,63.6,7.82,83.67,4
12307.0,44397.04,3.61,0.0,12.94,2
1390.0,12831.04,9.23,0.0,20.58,1
1252.0,2777.45,2.22,0.0,21.57,1
3105.0,834.38,0.27,0.0,4.65,3
868.0,6340.88,7.31,0.0,34.46,4
24409.0,250906.2,10.28,0.0,61.92,4
397.0,1184.21,2.98,0.09,6.08,2
5298.0,729.03,0.14,0.0,4.86,3
45.0,50.13,1.11,0.32,1.94,3
233.0,442.4,1.9,0.07,5.76,3
173.0,152.34,0.88,0.28,4.3,3
246.0,295.51,1.2,0.46,2.36,3
890.0,2654.47,2.98,0.0,8.95,2
108.0,145.69,1.35,0.91,2.18,3
12.0,8.49,0.71,0.48,0.8,3
1118.0,2714.61,2.43,0.21,10.0,2
64.0,152.98,2.39,1.12,1.35,3
1286.0,3252.29,2.53,0.0,8.92,2
2405.0,2323.59,0.97,0.0,3.94,3
1698.0,111303.2,65.55,4.23,84.62,4
7.0,12.23,1.75,1.09,2.27,3
924.0,4083.08,4.42,0.0,19.45,1
975.0,4186.78,4.29,0.75,6.03,2
688.0,5086.0,7.39,0.17,31.28,1
594.0,4453.64,7.5,0.0,15.47,1
765.0,1048.35,1.37,0.0,3.4,3
936.0,2277.92,2.43,0.0,11.28,2
420.0,624.49,1.49,0.14,3.83,3
942.0,3686.88,3.91,0.04,10.28,2
134.0,188.8,1.41,0.0,2.31,3
232.0,257.14,1.11,0.17,2.49,3
1533.0,4801.3,3.13,0.0,6.75,2
152.0,226.14,1.49,0.04,10.07,2
61.0,137.62,2.26,0.0,3.42,2
281.0,944.11,3.36,0.4,11.24,2
434.0,796.12,1.83,0.0,5.94,3
135.0,222.0,1.64,0.66,2.63,3
1731.0,288.1,0.17,0.0,3.06,3
5287.0,1037.15,0.2,0.0,4.34,3
712.0,5346.99,7.51,0.0,23.77,1
50.0,58.97,1.18,0.23,3.65,3
3444.0,4720.99,1.37,0.0,13.33,2
1157.0,3825.34,3.31,0.57,4.9,2
150.0,290.42,1.94,0.54,4.62,3
1319.0,3494.0,2.65,0.0,9.88,2
712.0,2106.73,2.96,0.03,7.97,2
126.0,145.05,1.15,0.33,5.12,3
1198.0,7147.28,5.97,0.0,19.34,1
229.0,234.99,1.03,0.19,1.49,3
288.0,1560.41,5.42,0.0,22.45,1
67.0,712.75,10.64,4.86,9.77,4
506.0,224.84,0.44,0.0,5.4,3
326.0,587.23,1.8,0.0,5.94,3
944.0,2568.15,2.72,0.0,8.14,2
791.0,5776.84,7.3,0.0,22.5,1
1122.0,14251.25,12.7,0.0,22.69,1
1593.0,105748.11,66.38,0.0,83.11,4
864.0,2419.72,2.8,0.0,8.66,2
475.0,358.84,0.76,0.0,2.53,3
365.0,434.39,1.19,0.29,2.92,3
1184.0,4222.83,3.57,0.0,9.63,2
93.0,79.73,0.86,0.0,1.89,3
1082.0,10014.47,9.26,0.0,21.06,1
32.0,42.12,1.32,0.62,2.39,3
170.0,255.93,1.51,0.12,4.82,3
902.0,3076.08,3.41,0.0,12.03,2
154.0,245.16,1.59,0.95,1.87,3
1198.0,3383.11,2.82,0.0,12.99,2
884.0,1462.27,1.65,0.07,11.27,2
86.0,109.52,1.27,0.13,2.43,3
1594.0,451.29,0.28,0.0,4.1,3
780.0,1045.31,1.34,0.13,9.43,2
56.0,39.12,0.7,0.14,1.56,3
7519.0,3010.59,0.4,0.05,4.17,3
58.0,111.56,1.92,0.48,5.92,3
314.0,1235.5,3.93,0.0,13.44,1
54.0,41.54,0.77,0.12,3.7,3
1700.0,2019.78,1.19,0.0,9.7,2
15.0,19.39,1.29,0.88,1.68,3
154.0,721.29,4.68,2.05,4.47,2
206.0,322.18,1.56,0.21,4.47,3
88.0,11.05,0.13,0.0,0.73,3
200.0,381.86,1.91,0.0,5.45,3
639.0,2769.88,4.33,0.22,8.97,2
220.0,291.36,1.32,0.38,1.91,3
395.0,445.1,1.13,0.0,3.33,3
12.0,608.62,50.72,0.88,19.91,4
300.0,1429.56,4.77,0.37,13.36,2
808.0,27.77,0.03,0.02,0.36,3
478.0,2163.86,4.53,0.0,13.96,1
786.0,1089.31,1.39,0.14,5.43,3
253.0,268.79,1.06,0.0,2.78,3
355.0,4336.6,12.22,5.85,16.0,1
195.0,128.96,0.66,0.0,1.59,3
666.0,551.22,0.83,0.0,5.17,3
441.0,624.41,1.42,1.12,4.01,3
40.0,35.62,0.89,0.0,2.46,3
285.0,910.74,3.2,0.0,7.41,2
1757.0,111642.03,63.54,8.67,83.98,4
58.0,46.0,0.79,0.0,2.88,3
1617.0,15291.13,9.46,0.22,19.25,1
377.0,538.98,1.43,0.0,4.44,3
1140.0,3537.86,3.1,0.0,13.99,2
649.0,3136.35,4.83,0.0,20.37,1
1085.0,8829.04,8.14,0.0,22.57,1
846.0,164.1,0.19,0.09,2.85,3
316.0,303.66,0.96,0.0,3.47,3
16.0,32.95,2.06,0.76,4.74,3
1604.0,15412.17,9.61,0.57,30.03,1
903.0,3192.68,3.54,0.0,17.81,1
1377.0,3545.24,2.57,0.0,6.83,2
835.0,3258.81,3.9,0.0,10.82,2
217.0,662.98,3.06,2.33,3.7,2
40.0,84.22,2.11,1.2,2.98,3
1150.0,1459.68,1.27,0.0,3.79,3
260.0,179.56,0.69,0.0,3.79,3
186.0,87.59,0.47,0.07,5.45,3
32.0,168.17,5.26,2.2,3.05,2
896.0,2294.04,2.56,0.0,11.07,2
1072.0,3021.27,2.82,0.06,9.47,2
146.0,251.59,1.72,0.34,3.83,3
396.0,325.3,0.82,0.22,2.82,3
1254.0,3396.99,2.71,0.71,5.45,2
110.0,181.35,1.65,0.0,4.12,2
978.0,2592.21,2.65,0.17,8.59,2
95.0,71.8,0.76,0.0,1.46,3
800.0,7367.18,9.21,0.0,20.41,1
50.0,74.84,1.5,0.38,3.1,3
140.0,196.58,1.4,0.38,3.21,3
318.0,1656.33,5.21,0.68,9.53,1
275.0,349.83,1.27,0.0,1.97,3
913.0,4485.91,4.91,0.0,17.8,1
441.0,538.15,1.22,0.0,5.98,3
512.0,1005.22,1.96,0.06,6.8,2
1618.0,4439.48,2.74,0.0,11.77,2
795.0,1868.04,2.35,0.0,9.09,2
282.0,1877.95,6.66,0.34,15.99,1
54.0,89.2,1.65,0.73,3.11,3
633.0,3657.31,5.78,0.0,16.21,1
453.0,371.37,0.82,0.2,1.42,3
809.0,1138.2,1.41,0.0,5.36,3
283.0,1641.78,5.8,0.07,16.76,1
2328.0,1525.97,0.66,0.03,5.76,3
892.0,10085.37,11.31,0.06,22.53,1
345.0,2180.82,6.32,0.0,15.5,1
4935.0,1500.99,0.3,0.09,0.84,3
416.0,1569.63,3.77,0.27,7.42,2
1235.0,7000.79,5.67,0.0,16.33,1
492.0,796.96,1.62,0.04,5.21,3
620.0,734.65,1.18,0.09,3.08,3
778.0,1879.84,2.42,0.0,11.34,2
546.0,1419.83,2.6,0.0,13.17,1
1450.0,3154.51,2.18,0.14,6.9,2
378.0,345.99,0.92,0.0,3.61,3
296.0,149.43,0.5,0.0,2.74,3
25.0,29.6,1.18,0.43,1.98,3
39.0,35.6,0.91,0.07,5.63,3
93.0,79.73,0.86,0.0,1.89,3
211.0,287.76,1.36,0.66,1.55,3
71.0,109.18,1.54,0.09,4.83,3
1040.0,1081.01,1.04,0.0,3.28,3
57.0,108.02,1.9,0.18,3.83,3
78.0,107.35,1.38,0.11,3.03,3
466.0,332.28,0.71,0.1,2.19,3
136.0,173.78,1.28,0.07,2.72,3
934.0,3191.45,3.42,0.0,10.37,2
382.0,1115.4,2.92,0.26,9.88,2
40166.0,551439.16,13.73,0.0,32.17,4
210.0,244.04,1.16,0.0,3.05,3
2223.0,1214.74,0.55,0.0,5.45,3
2084.0,1445.85,0.69,0.0,3.55,3
42355.0,40310.87,0.95,0.0,23.21,1
97.0,137.85,1.42,0.0,4.57,3
39033.0,1002369.44,25.68,0.0,58.9,4
728.0,667.7,0.92,0.0,3.57,3
34.0,38.98,1.15,0.26,2.49,3
550.0,529.45,0.96,0.0,4.41,3
597.0,869.29,1.46,1.05,1.7,3
134.0,165.5,1.24,0.34,2.86,3
374.0,327.69,0.88,0.07,3.46,3
43.0,74.7,1.74,0.97,1.23,3
289.0,446.7,1.55,1.14,2.82,3
1727.0,16968.08,9.83,0.0,25.29,1
689.0,2148.47,3.12,0.84,5.73,3
7249.0,168221.53,23.21,0.09,35.1,4
1217.0,660.09,0.54,0.11,2.92,3
224.0,285.33,1.27,0.0,3.69,3
869.0,1420.24,1.63,0.48,3.08,3
924.0,2446.78,2.65,0.06,8.29,2
368.0,383.58,1.04,0.21,2.51,3
1370.0,16327.71,11.92,0.0,23.64,1
146.0,161.86,1.11,0.45,1.86,3
578.0,832.19,1.44,0.07,3.01,3
224.0,259.57,1.16,0.49,1.07,3
158.0,305.0,1.93,0.6,3.97,2
1630.0,16023.65,9.83,0.0,28.58,1
234.0,984.83,4.21,1.14,6.66,2
437.0,3970.32,9.09,1.19,18.38,4
1754.0,111731.94,63.7,4.67,83.52,4
720.0,688.56,0.96,0.0,3.89,3
164.0,257.51,1.57,0.06,5.83,3
2415.0,52154.91,21.6,0.25,35.28,4
880.0,1109.23,1.26,0.0,4.93,3
183.0,184.45,1.01,0.0,5.01,3
88.0,80.78,0.92,0.0,2.57,3
824.0,1903.23,2.31,0.0,6.24,2
392.0,322.93,0.82,0.0,3.77,3
11142.0,1292.9,0.12,0.0,3.72,3
386.0,614.69,1.59,0.0,6.74,2
1588.0,4027.42,2.54,0.0,12.15,2
13217.0,9496.37,0.72,0.0,5.69,3
66.0,316.26,4.79,2.57,8.86,2
191.0,276.88,1.45,0.28,3.62,3
1063.0,624.78,0.59,0.0,5.03,3
882.0,10631.48,12.05,0.0,24.35,1
28.0,67.32,2.4,0.34,5.01,3
678.0,2125.86,3.14,0.0,10.05,2
2056.0,3170.19,1.54,0.0,5.18,2
618.0,709.4,1.15,0.0,4.91,3
608.0,797.91,1.31,0.1,3.66,3
113.0,168.16,1.49,0.14,3.17,3
106.0,169.01,1.59,0.1,5.53,3
392.0,516.56,1.32,0.88,1.58,3
1089.0,869.04,0.8,0.0,4.77,3
38.0,48.37,1.27,0.06,3.58,3
546.0,3639.19,6.67,0.69,34.67,1
1611.0,16582.6,10.29,0.0,23.44,1
3199.0,845.68,0.26,0.0,3.74,3
694.0,1046.74,1.51,0.0,5.71,3
64.0,24.84,0.39,0.0,2.61,3
390.0,501.54,1.29,0.04,2.35,3
1045.0,3875.73,3.71,0.0,6.26,2
66.0,49.65,0.75,0.0,1.89,3
14541.0,277827.94,19.11,0.0,49.44,4
387.0,182.51,0.47,0.26,0.61,3
381.0,2237.12,5.87,0.0,14.6,1
293.0,340.93,1.16,0.0,5.71,3
870.0,988.67,1.14,0.0,4.96,3
1541.0,4163.0,2.7,0.0,11.85,2
1312.0,5813.02,4.43,0.0,22.26,1
101.0,180.06,1.78,0.78,5.09,3
32898.0,821657.7,24.98,0.0,51.03,4
856.0,2409.44,2.81,0.0,8.42,2
246.0,295.51,1.2,0.46,2.36,3
4458.0,3546.45,0.8,0.0,5.05,3
1085.0,7100.23,6.54,0.34,15.96,1
58.0,74.82,1.29,0.24,4.29,3
554.0,1658.43,2.99,0.24,8.96,2
1402.0,8713.0,6.21,0.0,19.72,1
170.0,53.57,0.32,0.0,1.75,3
128.0,128.98,1.01,0.0,5.53,3
489.0,2704.8,5.53,0.0,13.71,1
726.0,2377.19,3.27,0.04,12.14,2
240.0,370.9,1.55,0.28,5.96,3
461.0,5672.91,12.31,0.64,20.37,1
26.0,4.87,0.19,0.04,0.71,3
380.0,5734.5,15.09,0.44,22.39,1
670.0,859.77,1.28,0.45,3.47,3
94.0,171.56,1.83,0.17,4.29,3
868.0,1158.47,1.33,0.0,8.56,2
392.0,3784.89,9.66,3.44,13.51,4
2865.0,1994.15,0.7,0.03,1.17,3
2325.0,13767.57,5.92,0.0,19.03,1
605.0,746.92,1.23,0.81,1.48,3
1620.0,28981.18,17.89,1.25,30.54,4
152.0,114.88,0.76,0.07,3.79,3
1321.0,2087.36,1.58,0.73,3.66,3
56.0,208.8,3.73,1.75,7.58,2
138.0,316.36,2.29,0.04,5.93,3
2367.0,16009.32,6.76,0.52,15.96,1
200.0,330.16,1.65,0.53,2.39,3
3022.0,10194.2,3.37,0.27,5.83,2
